Number,Blocked or Success,Day of Week,Month,Date,Time,Week Number,ISO-8601
61132850,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,18:11,WN19,2017-05-08 18:11:00
1800132468,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,18:12,WN19,2017-05-08 18:12:00
1800076072,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Monday,May,08-05-2017,18:13,WN19,2017-05-08 18:13:00
61132307,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,18:20,WN19,2017-05-08 18:20:00
61136150,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Monday,May,08-05-2017,18:24,WN19,2017-05-08 18:24:00
61132850,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,18:31,WN19,2017-05-08 18:31:00
1800132468,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Monday,May,08-05-2017,18:32,WN19,2017-05-08 18:32:00
1800076072,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Monday,May,08-05-2017,18:33,WN19,2017-05-08 18:33:00
61132307,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,18:40,WN19,2017-05-08 18:40:00
61136150,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Monday,May,08-05-2017,18:44,WN19,2017-05-08 18:44:00
61132850,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,18:51,WN19,2017-05-08 18:51:00
1800132468,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,18:52,WN19,2017-05-08 18:52:00
1800076072,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,18:53,WN19,2017-05-08 18:53:00
61132307,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,19:00,WN19,2017-05-08 19:00:00
61136150,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Monday,May,08-05-2017,19:04,WN19,2017-05-08 19:04:00
61132850,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Monday,May,08-05-2017,19:11,WN19,2017-05-08 19:11:00
1800132468,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Monday,May,08-05-2017,19:12,WN19,2017-05-08 19:12:00
1800076072,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,19:13,WN19,2017-05-08 19:13:00
61132307,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Monday,May,08-05-2017,19:20,WN19,2017-05-08 19:20:00
61136150,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Monday,May,08-05-2017,19:24,WN19,2017-05-08 19:24:00
61132307,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,19:40,WN19,2017-05-08 19:40:00
61136150,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,19:44,WN19,2017-05-08 19:44:00
61136150,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,19:57,WN19,2017-05-08 19:57:00
61136150,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,19:57,WN19,2017-05-08 19:57:00
61136150,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,19:58,WN19,2017-05-08 19:58:00
61136150,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,20:04,WN19,2017-05-08 20:04:00
61136150,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Monday,May,08-05-2017,20:04,WN19,2017-05-08 20:04:00
61136150,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,20:05,WN19,2017-05-08 20:05:00
61136150,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,20:17,WN19,2017-05-08 20:17:00
61136150,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Monday,May,08-05-2017,20:18,WN19,2017-05-08 20:18:00
61132307,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Monday,May,08-05-2017,20:19,WN19,2017-05-08 20:19:00
61136150,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,20:38,WN19,2017-05-08 20:38:00
61132307,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,20:39,WN19,2017-05-08 20:39:00
61136150,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,20:58,WN19,2017-05-08 20:58:00
61132307,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Monday,May,08-05-2017,20:59,WN19,2017-05-08 20:59:00
61136150,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,21:18,WN19,2017-05-08 21:18:00
61132307,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,21:19,WN19,2017-05-08 21:19:00
61136150,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,21:38,WN19,2017-05-08 21:38:00
61132307,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,21:39,WN19,2017-05-08 21:39:00
61132307,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,21:55,WN19,2017-05-08 21:55:00
61132307,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Monday,May,08-05-2017,21:55,WN19,2017-05-08 21:55:00
61132307,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,21:55,WN19,2017-05-08 21:55:00
61132307,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,21:56,WN19,2017-05-08 21:56:00
61136150,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,21:58,WN19,2017-05-08 21:58:00
61132307,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,21:59,WN19,2017-05-08 21:59:00
61132307,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,22:11,WN19,2017-05-08 22:11:00
61136150,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Monday,May,08-05-2017,22:29,WN19,2017-05-08 22:29:00
61132307,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,7:00,WN19,2017-05-09 7:00:00
61132307,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,7:20,WN19,2017-05-09 7:20:00
1800076072,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,7:30,WN19,2017-05-09 7:30:00
1800132468,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,7:31,WN19,2017-05-09 7:31:00
61132850,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,7:31,WN19,2017-05-09 7:31:00
61136150,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,7:31,WN19,2017-05-09 7:31:00
61132307,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,7:40,WN19,2017-05-09 7:40:00
1800076072,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,7:50,WN19,2017-05-09 7:50:00
1800132468,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,7:51,WN19,2017-05-09 7:51:00
61132850,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,7:51,WN19,2017-05-09 7:51:00
61136150,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,7:51,WN19,2017-05-09 7:51:00
61132307,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,8:00,WN19,2017-05-09 8:00:00
1800076072,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,8:10,WN19,2017-05-09 8:10:00
1800132468,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,8:11,WN19,2017-05-09 8:11:00
61132850,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,8:11,WN19,2017-05-09 8:11:00
61136150,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,8:12,WN19,2017-05-09 8:12:00
61132307,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,8:20,WN19,2017-05-09 8:20:00
1800076072,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,8:30,WN19,2017-05-09 8:30:00
1800132468,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,8:31,WN19,2017-05-09 8:31:00
61132850,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,8:31,WN19,2017-05-09 8:31:00
61136150,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,8:32,WN19,2017-05-09 8:32:00
61132307,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,8:40,WN19,2017-05-09 8:40:00
1800076072,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,8:50,WN19,2017-05-09 8:50:00
1800132468,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,8:51,WN19,2017-05-09 8:51:00
61132850,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,8:51,WN19,2017-05-09 8:51:00
61136150,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,8:52,WN19,2017-05-09 8:52:00
61132307,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,9:00,WN19,2017-05-09 9:00:00
1800076072,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,9:10,WN19,2017-05-09 9:10:00
1800132468,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,9:11,WN19,2017-05-09 9:11:00
61132850,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,9:11,WN19,2017-05-09 9:11:00
61136150,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,9:12,WN19,2017-05-09 9:12:00
61132307,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,9:20,WN19,2017-05-09 9:20:00
1800076072,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,9:30,WN19,2017-05-09 9:30:00
1800132468,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,9:31,WN19,2017-05-09 9:31:00
61132850,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,9:31,WN19,2017-05-09 9:31:00
61136150,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,9:32,WN19,2017-05-09 9:32:00
61132307,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,9:40,WN19,2017-05-09 9:40:00
1800076072,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,9:50,WN19,2017-05-09 9:50:00
1800132468,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,9:51,WN19,2017-05-09 9:51:00
61132850,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,9:51,WN19,2017-05-09 9:51:00
61136150,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,9:52,WN19,2017-05-09 9:52:00
61132307,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,10:00,WN19,2017-05-09 10:00:00
1800076072,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,10:10,WN19,2017-05-09 10:10:00
1800132468,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,10:11,WN19,2017-05-09 10:11:00
61132850,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,10:11,WN19,2017-05-09 10:11:00
61136150,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,10:12,WN19,2017-05-09 10:12:00
61132307,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,10:20,WN19,2017-05-09 10:20:00
1800076072,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,10:30,WN19,2017-05-09 10:30:00
1800132468,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,10:31,WN19,2017-05-09 10:31:00
61132850,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,10:31,WN19,2017-05-09 10:31:00
61136150,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,10:32,WN19,2017-05-09 10:32:00
61132307,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,10:40,WN19,2017-05-09 10:40:00
1800076072,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,10:50,WN19,2017-05-09 10:50:00
1800132468,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,10:51,WN19,2017-05-09 10:51:00
61132850,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,10:51,WN19,2017-05-09 10:51:00
61136150,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,10:52,WN19,2017-05-09 10:52:00
61132307,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,11:00,WN19,2017-05-09 11:00:00
1800076072,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,11:10,WN19,2017-05-09 11:10:00
1800132468,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,11:11,WN19,2017-05-09 11:11:00
61132850,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,11:11,WN19,2017-05-09 11:11:00
61136150,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,11:12,WN19,2017-05-09 11:12:00
61132307,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,11:20,WN19,2017-05-09 11:20:00
1800076072,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,11:30,WN19,2017-05-09 11:30:00
1800132468,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,11:31,WN19,2017-05-09 11:31:00
61132850,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,11:31,WN19,2017-05-09 11:31:00
61136150,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,11:32,WN19,2017-05-09 11:32:00
61132307,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,11:40,WN19,2017-05-09 11:40:00
1800076072,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,11:50,WN19,2017-05-09 11:50:00
1800132468,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,11:51,WN19,2017-05-09 11:51:00
61132850,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,11:51,WN19,2017-05-09 11:51:00
61136150,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,11:52,WN19,2017-05-09 11:52:00
61132307,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,12:00,WN19,2017-05-09 12:00:00
1800076072,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,12:10,WN19,2017-05-09 12:10:00
1800132468,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,12:11,WN19,2017-05-09 12:11:00
61132850,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,12:11,WN19,2017-05-09 12:11:00
61136150,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,12:12,WN19,2017-05-09 12:12:00
61132307,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,12:20,WN19,2017-05-09 12:20:00
1800076072,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,12:30,WN19,2017-05-09 12:30:00
1800132468,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,12:31,WN19,2017-05-09 12:31:00
61132850,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,12:31,WN19,2017-05-09 12:31:00
61136150,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,12:32,WN19,2017-05-09 12:32:00
61132307,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,12:40,WN19,2017-05-09 12:40:00
1800076072,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,12:50,WN19,2017-05-09 12:50:00
1800132468,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,12:51,WN19,2017-05-09 12:51:00
61132850,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,12:51,WN19,2017-05-09 12:51:00
61136150,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,12:52,WN19,2017-05-09 12:52:00
61132307,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,13:00,WN19,2017-05-09 13:00:00
1800076072,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,13:10,WN19,2017-05-09 13:10:00
1800132468,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,13:11,WN19,2017-05-09 13:11:00
61132850,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,13:11,WN19,2017-05-09 13:11:00
61136150,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,13:12,WN19,2017-05-09 13:12:00
61132307,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,13:20,WN19,2017-05-09 13:20:00
1800076072,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,13:30,WN19,2017-05-09 13:30:00
1800132468,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,13:31,WN19,2017-05-09 13:31:00
61132850,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,13:31,WN19,2017-05-09 13:31:00
61136150,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,13:32,WN19,2017-05-09 13:32:00
61132307,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,13:40,WN19,2017-05-09 13:40:00
1800076072,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,13:50,WN19,2017-05-09 13:50:00
1800132468,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,13:51,WN19,2017-05-09 13:51:00
61132850,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,13:51,WN19,2017-05-09 13:51:00
61136150,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,13:52,WN19,2017-05-09 13:52:00
61132307,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,14:00,WN19,2017-05-09 14:00:00
1800076072,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,14:10,WN19,2017-05-09 14:10:00
1800132468,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,14:11,WN19,2017-05-09 14:11:00
61132850,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,14:11,WN19,2017-05-09 14:11:00
61136150,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,14:12,WN19,2017-05-09 14:12:00
61132307,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,14:20,WN19,2017-05-09 14:20:00
1800076072,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,14:30,WN19,2017-05-09 14:30:00
1800132468,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,14:31,WN19,2017-05-09 14:31:00
61132850,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,14:31,WN19,2017-05-09 14:31:00
61136150,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,14:32,WN19,2017-05-09 14:32:00
61132307,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,14:40,WN19,2017-05-09 14:40:00
1800076072,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,14:50,WN19,2017-05-09 14:50:00
1800132468,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,14:51,WN19,2017-05-09 14:51:00
61132850,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,14:51,WN19,2017-05-09 14:51:00
61136150,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,14:52,WN19,2017-05-09 14:52:00
61132307,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,15:00,WN19,2017-05-09 15:00:00
1800076072,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,15:10,WN19,2017-05-09 15:10:00
1800132468,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,15:11,WN19,2017-05-09 15:11:00
61132850,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,15:11,WN19,2017-05-09 15:11:00
61136150,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,15:12,WN19,2017-05-09 15:12:00
61132307,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,15:20,WN19,2017-05-09 15:20:00
1800076072,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,15:30,WN19,2017-05-09 15:30:00
1800132468,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,15:31,WN19,2017-05-09 15:31:00
61132850,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,15:31,WN19,2017-05-09 15:31:00
61136150,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,15:32,WN19,2017-05-09 15:32:00
61132307,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,15:40,WN19,2017-05-09 15:40:00
1800076072,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,15:50,WN19,2017-05-09 15:50:00
1800132468,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,15:51,WN19,2017-05-09 15:51:00
61132850,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,15:51,WN19,2017-05-09 15:51:00
61136150,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,15:52,WN19,2017-05-09 15:52:00
61132307,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,16:00,WN19,2017-05-09 16:00:00
1800076072,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,16:10,WN19,2017-05-09 16:10:00
1800132468,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,16:11,WN19,2017-05-09 16:11:00
61132850,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,16:11,WN19,2017-05-09 16:11:00
61136150,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,16:12,WN19,2017-05-09 16:12:00
61132307,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,16:20,WN19,2017-05-09 16:20:00
1800076072,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,16:30,WN19,2017-05-09 16:30:00
1800132468,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,16:31,WN19,2017-05-09 16:31:00
61132850,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,16:31,WN19,2017-05-09 16:31:00
61136150,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,16:32,WN19,2017-05-09 16:32:00
61132307,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,16:40,WN19,2017-05-09 16:40:00
1800076072,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,16:50,WN19,2017-05-09 16:50:00
1800132468,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,16:51,WN19,2017-05-09 16:51:00
61132850,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,16:51,WN19,2017-05-09 16:51:00
61136150,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,16:52,WN19,2017-05-09 16:52:00
61132307,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,17:00,WN19,2017-05-09 17:00:00
1800076072,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,17:10,WN19,2017-05-09 17:10:00
1800132468,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,17:11,WN19,2017-05-09 17:11:00
61132850,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,17:11,WN19,2017-05-09 17:11:00
61136150,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,17:12,WN19,2017-05-09 17:12:00
61132307,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,17:20,WN19,2017-05-09 17:20:00
1800076072,SUCCESSFULLY ABLE TO ENTER PHONE QUEUE,Tuesday,May,09-05-2017,17:30,WN19,2017-05-09 17:30:00
1800132468,CALL BLOCKED BY CENTRELINK PHONE SYSTEM,Tuesday,May,09-05-2017,17:31,WN19,2017-05-09 17:31:00
